Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Sample_0	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41
O75897;A4D256	O75897;A4D256	O75897;A4D256	O75897;A4D256		3581.29	3022.43	2831.19		2361.43	2632.74	2563.33	2834.01	3447.26	4146.3	2846.49	3473.61	3585.77	4107.95	5079.89	4111.99	3702.31	3745.88	3730.61	4065.06	3850.77	4671.42	4105.44	3523.52	4190.11	3813.93	4688.14	3571.79	3450.53	3849.76	4049.49	4189.19	3270.42	4426.32	3584.19	3652.07	3856.05	4188.59	4814.0	3904.27	3223.04	2620.88
Q6UVK1	Q6UVK1	Q6UVK1	Q6UVK1		81894.8	78000.5	85950.0	79543.4	72679.7	81092.6	77099.1	72503.0	73753.8	74303.6	81933.1	74611.6	76462.7	78068.8	80837.9	83890.5	75571.2	78460.6	82998.6	81281.4	79440.9	81279.3	77319.5	75703.1	64743.0	67743.7	69057.5	76508.9	78131.4	76619.0	74615.5	76806.8	76521.2	66739.0	68904.0	66343.8	70275.7	69856.0	65521.2	66389.8	61741.0	63949.1
Q6UVK1;Q9UDX5	Q6UVK1;Q9UDX5	Q6UVK1;Q9UDX5	Q6UVK1;Q9UDX5		558407.0	603098.0	566328.0	561613.0	587798.0	554624.0	606818.0	572380.0	564432.0	599501.0	583835.0	588297.0	580127.0	573794.0	582343.0	557375.0	572176.0	563810.0	539586.0	542464.0	562267.0	608282.0	605072.0	607973.0	562358.0	562099.0	553599.0	555446.0	546828.0	573852.0	647075.0	594618.0	641426.0	569924.0	557926.0	559871.0	573428.0	558612.0	527589.0	615071.0	604075.0	650764.0
Q8NHZ8	Q8NHZ8	Q8NHZ8	Q8NHZ8		9486.06	12329.8	10099.5	9141.39	11331.8	10384.3	9913.83	10116.3	9159.61	11641.1	11029.1	12427.4	10511.6	11073.3	12345.2	10464.1	11786.8	12348.5	13699.0	12920.5	15055.4	11693.9	12631.9	10594.5	11710.8	11244.9	10544.7	11862.4	12259.4	12467.2	12852.4	11679.8	11568.3	11124.4	12349.1	12769.4	9809.79	11357.9	10289.9	10023.7	10097.9	11570.6
Q19T08	Q19T08	Q19T08	Q19T08		221102.0	235384.0	240113.0	236687.0	250830.0	230090.0	231804.0	230723.0	222143.0	247093.0	240089.0	239520.0	246626.0	233294.0	240965.0	215624.0	224700.0	212447.0	233443.0	224862.0	204378.0	232382.0	235311.0	233951.0	250893.0	233704.0	242880.0	231309.0	227783.0	229977.0	216704.0	225409.0	228645.0	220545.0	211284.0	223139.0	240142.0	242977.0	238055.0	227329.0	234966.0	214698.0
P46781	P46781	P46781	P46781		32155.3	37019.5	34741.5	33789.2	34742.0	36163.0	36290.5	33606.6	30078.6	36505.0	37460.4	34612.1	36267.6	37692.7	39971.3	33870.5	34530.8	37285.2	40848.4	39619.1	37019.3	39203.7	38149.6	33218.9	37977.8	32250.4	33607.7	32155.8	38827.3	33750.1	35144.6	32094.6	36250.5	36039.3	27470.1	34029.7	33929.6	31351.7	32393.8	26354.6	30729.7	29251.5
Q8WZA8	Q8WZA8	Q8WZA8	Q8WZA8		5373.67	5162.18	5153.56	6392.94	6870.01	6920.07	6603.87	5809.98	6907.59	7114.75	6142.06	6015.2	7060.86	5871.38	6078.27	6435.21	5178.83	6323.29	5213.87	6321.45	4924.57	5362.47	4811.16	4962.21	4700.73	4911.22	4199.37	5401.95	4815.02	5201.1	6117.37	6378.04	5968.56	5681.12	5330.25	4872.22	7710.64	6412.64	6049.17	6149.05	6742.0	6160.97
O95218	O95218	O95218	O95218		100598.0	107299.0	113314.0	102511.0	108180.0	100029.0	101508.0	104318.0	108366.0	99138.3	101196.0	98152.0	102186.0	104010.0	107726.0	98734.3	95253.5	94154.3	96266.4	103401.0	96079.6	100952.0	97958.6	98112.9	90014.6	94949.4	88473.4	93342.6	97133.8	97813.6	102317.0	93283.4	92135.0	87541.9	86442.3	85963.2	98247.4	100264.0	101046.0	85018.8	83040.8	89073.8
Q9BQD3	Q9BQD3	Q9BQD3	Q9BQD3		11385.1	10647.6	10460.0	10204.0	9602.81	11438.6	10852.0	9317.84	9843.76	11269.8	10508.4	11689.5	10564.4	10291.0	10584.7	11671.8	11062.6	11373.6	11235.8	10562.7	10169.8	11012.0	11348.5	10495.0	11151.0	10018.2	10605.0	10864.5	9752.42	10199.2	10336.5	11177.1	10311.8	11558.2	11783.6	11164.6	10169.4	11445.1	10734.4	11465.0	10438.0	10834.6
Q9HAD4	Q9HAD4	Q9HAD4	Q9HAD4		42811.6	42794.5	41275.0	40981.3	38423.6	45735.8	40392.8	40982.6	41002.9	44870.7	43733.8	47038.9	46059.9	41996.9	42904.7	44026.6	46493.5	40455.4	44653.8	49086.3	45772.8	47073.8	46488.2	45540.0	41793.0	44110.6	43930.5	43894.2	44334.1	47050.3	44533.7	43134.6	44833.5	45906.5	44731.2	47278.1	43105.2	45417.6	44603.7	39697.8	41616.6	45623.8
Q9H773	Q9H773	Q9H773	Q9H773		20794.2	24774.7	23073.5	21033.6	22057.3	21950.7	18324.0	21433.8	22885.3	23039.6	21991.4	23281.4	23822.3	24419.4	22245.0	21727.7	24121.9	23820.2	23815.5	26033.4	22847.1	23849.8	25044.3	24582.9	21674.1	23712.6	24445.8	24868.7	27097.8	25234.4	24218.2	25105.5	25869.5	23493.1	24462.9	22444.4	23362.5	23026.6	20660.9	22030.5	23843.7	22103.9
A0A1B0GWB2	A0A1B0GWB2	A0A1B0GWB2	A0A1B0GWB2		11245.3	10896.1	11228.1	15338.5	14544.9	11312.9	12507.9	12484.0	16848.4	11429.3	13405.1	14699.4	12123.0	12397.3	17550.6	9463.89	12707.5	10028.6	12621.5	11626.5	15574.4	16299.5	10233.1	11355.5	10151.2	11616.3	13370.1	12918.6	11569.6	13826.8	13003.9	11427.8	10272.6	12449.5	12979.4	10134.3	14495.0	14072.7	11332.4	12021.6	10969.5	9065.93
Q13336;Q9BQ67	Q13336;Q9BQ67	Q13336;Q9BQ67	Q13336;Q9BQ67		2589.68	2068.48	2339.78		1767.74	1656.14	2324.76	2206.0	2687.83	2177.3	1867.95	2416.6	1968.33	2180.24	1683.38	1979.38	2107.31	2532.95	2765.66	2495.11	2009.63	2692.76	2114.99	2063.98	2593.94	1724.59	2302.62	2557.59	2990.86	2369.62	2389.57	3418.48	2767.48	1381.84	2044.01	2434.58	2300.85	2382.57	2558.02	2705.54	1557.5	2065.79
Q7Z5D8	Q7Z5D8	Q7Z5D8	Q7Z5D8			2592.14			1352.12	4207.37			1344.59	4299.95			3644.68	4691.87		5860.38	1676.2		1631.77	2062.97	1522.29			4528.83		2586.96		1525.27	1410.57	2168.31	1938.71	2481.68	1294.67	1696.4				2194.31	6086.98	1860.88	6829.0	5757.9
Q9HAB8	Q9HAB8	Q9HAB8	Q9HAB8		127058.0	125797.0	106309.0	119749.0	107978.0	156528.0	82832.6	129666.0	105422.0	108865.0	104718.0	161789.0	149610.0	198734.0	137482.0	113946.0	126067.0	139254.0	136534.0	154094.0	104155.0	154300.0	128540.0	120459.0	114168.0	160399.0	156875.0	123664.0	134179.0	103935.0	111045.0	107112.0	126997.0	138791.0	143825.0	118423.0	149588.0	133434.0	156850.0	130811.0	107222.0	126900.0
P46093	P46093	P46093	P46093		102575.0	103889.0	100481.0	112565.0	108617.0	101879.0	109371.0	111437.0	104683.0	109636.0	102366.0	107758.0	117079.0	124488.0	111101.0	106004.0	108327.0	101789.0	97719.9	96450.2	102580.0	111244.0	109669.0	112798.0	112285.0	113140.0	111694.0	103419.0	98841.3	101212.0	105104.0	109747.0	109897.0	109008.0	103310.0	106513.0	105944.0	106178.0	114322.0	106251.0	111222.0	109336.0
Q9Y5L3	Q9Y5L3	Q9Y5L3	Q9Y5L3		43017.4	40895.7	39874.8	48409.5	46813.5	45822.5	43037.7	46015.0	48523.6	40873.7	41341.8	46241.9	47932.1	50237.4	50940.5	43799.8	47867.0	42722.2	44997.1	38935.5	43230.3	53797.2	52428.5	44570.9	49406.4	51925.0	50467.6	49231.8	50940.4	48193.5	53279.0	46967.3	47760.1	45264.7	43582.7	44514.3	54301.6	51645.7	52604.5	50082.1	46142.6	42858.3
P48449	P48449	P48449	P48449		42129.5	36330.4	38373.5	32227.7	28221.8	31889.2	33129.1	31298.5	28086.2	33438.4	28811.0	32104.3	38682.6	33664.8	32409.7	32003.8	30642.8	28827.4	32527.2	29122.4	32290.7	31296.5	28458.5	30391.1	28445.9	24225.4	27015.0	20891.5	23115.8	27254.7	25433.6	27285.4	26952.1	26969.1	25045.6	23203.1	26720.9	27111.3	27429.5	23038.7	18379.5	19810.7
O15405	O15405	O15405	O15405		42845.1	44341.4	45387.2	37465.3	39548.0	38863.0	33213.2	35177.4	33759.1	44432.9	41039.2	41637.6	42373.2	45779.6	42005.4	43768.0	42046.9	42414.8	44129.7	43355.3	44007.9	40227.7	42295.6	40617.8	41397.7	40755.5	38173.4	46024.1	42921.0	45105.9	42198.8	45899.8	41440.3	40392.5	44922.3	43299.3	42882.4	40302.9	45907.8	39397.2	31778.6	38898.1
O60831	O60831	O60831	O60831		3593.09	3229.14	3999.01	3845.33	4031.62	3079.94	3549.58	3219.2	3625.93	3538.5	3807.16	3743.54	2142.14	3462.26	3884.07	3490.95	3457.63	4024.54	3146.08	4317.32	3587.32	3653.93	4143.82	4679.19	3301.21	4940.68	3059.61	2796.5	4431.38	4617.14	4292.62	4573.34	4666.52	3810.88	4072.79	3250.13	3740.17	3961.49	3396.75	3330.08	3755.12	3582.09
P04432	P04432	P04432	P04432		11217.9	11635.8	12061.5	12936.2	13037.5	13181.2	13395.6	14002.7	19671.8	13945.0	13561.8	15069.5	13328.8	13735.2	13167.1	11936.9	14206.9	14162.6	12682.1	15237.6	13820.5	14124.3	13035.3	14396.8	14363.6	14801.6	17379.8	15514.1	17272.7	14262.2	13967.0	14991.7	15417.3	13918.0	13625.8	11676.5	17435.3	14463.2	17009.1	15973.8	12903.7	15100.3
Q6PIZ9	Q6PIZ9	Q6PIZ9	Q6PIZ9		16882.0	17586.1	16661.0	17601.9	18680.6	16801.7	15681.1	15354.7	14364.9	17432.9	18663.7	17961.4	18452.4	16924.7	17798.6	17979.6	18819.7	19184.8	18117.4	18527.2	18417.4	19933.5	19317.1	17724.1	15054.9	15953.7	15125.2	18011.6	18342.5	17590.9	16177.7	16129.6	15964.1	19323.0	18689.8	18718.9	17812.9	15054.3	15682.7	17644.8	17906.5	17587.9
Q99624	Q99624	Q99624	Q99624		24997.8	27958.4	26785.6	25683.0	25879.8	26500.9	28012.7	27748.4	26336.4	28529.1	27133.7	27516.7	28226.3	29794.6	27944.7	28667.4	28788.6	27595.3	28747.1	28111.4	27564.2	28578.5	27661.2	29562.0	27814.6	28520.1	29571.0	26706.5	28862.6	28610.5	27911.7	31477.8	32201.9	30277.2	30192.8	29919.1	29725.1	28854.0	29750.1	27183.4	28724.1	27792.7
P48739	P48739	P48739	P48739		1373.35	1799.66	1787.99	1596.43	1359.93	1734.44	1104.45	898.655	1194.1	1246.21	1561.35	1098.81	1435.55	1290.79	1188.57	1720.31	1404.9	1383.26	1582.66	1259.47	1542.67	1272.64	1062.55	1579.07	1002.35	1229.07	1197.42	1195.13	1647.74	1615.28	1176.53	1141.92	1552.31	1123.16	1618.33	1481.43	1286.39	1167.96	1207.19	1353.91	1460.17	1078.31
Q9HC16	Q9HC16	Q9HC16	Q9HC16		119333.0	116015.0	115815.0	123315.0	108109.0	122789.0	124642.0	124848.0	117948.0	114801.0	115552.0	113634.0	128607.0	129780.0	121763.0	117769.0	113948.0	114284.0	122128.0	119791.0	124993.0	119945.0	118143.0	110850.0	112886.0	130988.0	114131.0	106871.0	107984.0	116146.0	125837.0	115330.0	116512.0	119231.0	107297.0	114447.0	126348.0	108840.0	122134.0	107305.0	105490.0	96668.7
Q5VWK5	Q5VWK5	Q5VWK5	Q5VWK5		16803.2	16707.8	15147.6	19355.4	18444.4	19480.2	19521.0	19614.3	18394.1	17936.1	17692.2	18076.2	21434.2	23501.1	22153.7	17295.0	17151.9	16405.3	14036.1	16899.3	15316.1	19655.5	19027.1	19030.0	16676.3	16884.9	15738.7	19100.9	19159.3	16876.4	18195.3	18966.5	16777.0	19353.2	17805.8	17851.1	16078.9	14916.1	11148.0	19095.8	17329.5	17350.4
Q9UNX4	Q9UNX4	Q9UNX4	Q9UNX4		1718.82	1365.7	1496.36	1822.38	2269.43	1930.08	2042.56	1554.71	1934.5	2349.84	1816.65	1517.54	1643.68	1390.57	2062.04	1271.32	2006.97	1952.03	1454.92	1347.78	1207.15	2148.66	1732.34	1812.48	1665.9	1493.98	1600.22	1952.86	1148.94	1498.29	1546.14	1781.53	1158.99	2436.4	2107.56	1496.04	1875.72	1382.75	1922.68	1878.86	2256.1	2335.29
Q96B33	Q96B33	Q96B33	Q96B33		4790.63	6254.51	6501.34	6534.89	6801.52	6420.21	6926.58	6644.84	7019.36	6779.36	6800.13	7140.19	3741.19	3684.04	4680.07	7031.62	6314.43	6208.26	6436.87	7347.5	7134.05	4409.14	3687.23	4746.77	7001.72	6823.56	6693.71	7071.32	6330.58	7650.88	6031.58	5607.24	5928.04	5024.94	5658.08	5531.01	5468.02	6481.2	5751.75	6732.08	6357.08	6485.17
O95155	O95155	O95155	O95155		3422.93	4188.58	4615.18	5518.42	5794.64	4417.35	5604.69	5394.35	4062.56	4540.54	5494.39	4715.51	5077.12	6214.27	5724.85	5198.37	3989.08	4386.17	4652.84	5490.16	5168.64	5013.95	4591.23	3807.2	4060.34	3415.38	4547.92	4924.53	4617.98	4017.09	2472.42	4271.66	3454.95	4637.37	5531.31	5277.6	4823.59	5843.8	6054.26	3457.32	4866.92	3047.79
F8WBI6	F8WBI6	F8WBI6	F8WBI6		8555.22	8327.76	10633.7	8073.59	8895.98	8672.76	7688.13	7894.28	6922.95	11273.0	8989.66	11241.0	8034.09	8781.95	10497.4	10849.1	8633.34	9025.97	10618.4	11593.8	9858.64	10778.2	11436.4	9846.94	8807.94	10944.9	8354.62	9704.19	8741.79	10120.6	12623.0	11824.8	11303.4	11047.2	10003.0	10337.2	13366.0	13470.3	14020.5	9351.47	8846.97	7606.01
O43193	O43193	O43193	O43193		2042.2	1756.73	1952.23	1594.75	1274.06	1554.63	1745.43	1773.51	1572.76	1671.23	1745.16	1150.27	1708.95	1392.2	1035.08	1475.32	1780.45	1458.65	1656.03	1851.43	2096.07	1646.68	1905.34	2322.12	1774.08	1569.38	883.651	2639.33	2746.63	1653.84	1802.44	1758.63	1190.55	703.434	1249.47	1540.23	1150.31	1319.71	1891.99	1533.17	1950.38	1798.21
P00736	P00736	P00736	P00736		135235.0	137161.0	137559.0	142854.0	135001.0	148359.0	141906.0	147789.0	142938.0	137966.0	133178.0	138373.0	129722.0	132492.0	129734.0	134449.0	143759.0	137861.0	148441.0	144565.0	145984.0	148708.0	146601.0	141662.0	92864.3	90671.3	95726.3	137399.0	137530.0	136834.0	132336.0	133825.0	137955.0	133079.0	132308.0	139790.0	88867.9	84957.7	89849.6	130039.0	131671.0	125535.0
P11049	P11049	P11049	P11049		4733.26	5157.48	5195.38	5735.52	5288.72	5392.48	4514.66	4518.08	5030.71	5592.33	4479.6	4702.07	4376.37	4575.59	4507.26	5714.81	5790.89	5407.94	5693.59	5310.31	5991.47	5635.87	6246.73	5783.65	2858.04	3086.03	2289.83	4784.99	4670.34	4364.46	4965.38	5505.5	4464.2	4557.23	5390.69	5376.52	2892.09	2878.53	2861.54	5369.33	5123.84	5725.98
P04183	P04183	P04183	P04183		2798.79	2705.9	2359.19	3233.9	2755.03	2972.48	2557.15	2797.41	2556.42	2490.83	2602.09	2808.17	2940.68	2387.56	2212.07	2390.99	1779.3	1701.16	1814.22	2587.77	2741.61	2273.82	1787.63	2124.33				2350.97	2508.12	2913.26	2738.39	2964.68	2573.59	3298.94	2570.87	2443.04				2278.77	2413.05	2337.76
P51610	P51610	P51610	P51610		22778.2	20888.7	23376.7	23952.9	24505.9	23692.5	24526.5	25354.7	23121.6	14772.4	13852.1	14663.9	23250.1	25938.3	22754.5	22451.2	24542.9	23819.9	14445.5	15663.0	13243.8	17744.6	17314.7	17934.1	17117.0	17151.4	19642.0	21837.4	23465.0	23239.4	21533.6	21217.7	19268.0	19622.5	20628.7	21097.7	19778.6	18436.9	16657.4	22232.2	20709.1	20247.6
Q8WWN9	Q8WWN9	Q8WWN9	Q8WWN9		31062.0	30271.2	31197.0	30748.8	29001.3	28323.1	28301.2	29474.5	28327.1	29153.8	27996.0	27303.2	31393.1	31557.3	32156.2	31550.9	30656.6	30769.8	28302.3	27522.1	29896.5	28648.6	30502.8	25906.7	24958.6	26789.5	26345.5	29371.5	29571.0	28312.7	33602.2	31380.3	31841.9	31064.3	29903.1	30819.8	28104.6	28407.9	27971.1	28008.5	28478.2	30292.4
Q8WWN9;Q6AHZ1	Q8WWN9;Q6AHZ1	Q8WWN9;Q6AHZ1	Q8WWN9;Q6AHZ1		19342.8	20320.7	18851.8	18767.7	17868.8	17412.0	18987.5	10572.6	17592.8	17428.0	17811.9	18478.9	19405.0	18130.9	19319.3	16869.8	18932.2	18364.8	18541.7	16740.7	18446.0	19735.0	18503.7	18949.7	12160.2	12033.6	14621.1	16962.9	15095.6	17124.0	22016.6	20460.5	17203.1	19509.2	18768.1	19966.0	16488.1	15679.2	16847.4	17082.8	20924.5	19026.3
O75533	O75533	O75533	O75533		46743.9	48448.9	48221.0	45772.1	45191.6	46560.6	49404.9	49510.5	46703.9	48468.5	50014.2	48882.8	47062.9	50518.6	48087.0	45119.0	45051.5	44325.1	42040.6	46259.0	44825.6	47778.9	48050.9	47706.9	44947.8	47309.8	47951.9	45817.4	45737.8	46162.4	48634.5	45018.5	46146.4	45093.8	46062.1	44269.8	46173.9	49953.8	46366.7	44658.8	44588.9	45088.2
Q9NYW8	Q9NYW8	Q9NYW8	Q9NYW8		12109.3	13373.5	15232.2	15753.0	12883.9	13447.3	12329.5	15302.3	12577.2	12437.0	12421.6	13218.2	11911.8	12419.7	14231.3	12919.7	12822.3	13976.5	13088.7	14084.0	13871.8	14750.4	13706.6	13824.2	12294.7	13283.0	13591.9	13577.5	13152.2	13425.8	13817.9	12187.3	12932.5	12718.4	11903.9	12200.7	14006.6	14114.2	15340.6	13242.8	11232.7	12908.3
P26717	P26717	P26717	P26717		9115.56	8447.57	8219.16	8736.75	9214.74	9116.99	7562.61	8705.56	8397.18	9045.07	8493.17	8829.73	8443.42	7161.15	8436.14	8552.96	10380.7	9235.61	8086.34	8701.66	9840.49	8089.45	7773.36	7040.4	4658.49	5394.52	4423.02	9721.72	9436.23	9936.37	8188.31	9530.02	8587.61	9731.78	8349.02	9475.19	4454.31	4950.47	4686.88	9667.36	11271.4	9123.03
A0A1B0GW35	A0A1B0GW35	A0A1B0GW35	A0A1B0GW35		2469.91	2411.72	2043.75	2661.92	2467.45	2257.13	2219.16	2374.52	2903.99	1656.1	1469.19	842.612	2542.87	2344.91	2420.4	2359.47	2377.7	2553.13	1269.15	1488.71	1495.34	2806.31	2748.56	2523.54	2250.24	2232.08	2571.49	2264.51	2446.61	2200.26	2021.61	2273.85	2904.9	2753.82	2701.21	2274.26	2720.12	3042.66	3349.04	2175.07	2692.01	1980.44
Q969S3	Q969S3	Q969S3	Q969S3		5247.48	5902.36	5054.55	5449.48	4820.31	4812.38	5434.07	4775.67	5713.21	4095.57	5165.2	4827.4	4073.79	5333.08	4391.56	4494.12	4716.55	5296.23	5128.78	6103.67	4973.01	5880.41	5553.05	5280.92	5111.69	4137.51	4463.53	6305.46	5159.35	5405.67	5191.31	5238.85	5309.92	5483.55	4273.76	4403.64	5196.49	4676.41	5486.55	4732.6	5129.36	3983.97
Q9P2J8	Q9P2J8	Q9P2J8	Q9P2J8		1443.88	1648.24	1635.07	1740.36	1213.4	994.43	2280.0	1609.69	1110.33	1688.6	1638.18	1172.18	1245.98	1790.18	1511.81	1402.6	1114.79	983.043	1720.65	978.087	1247.09	1591.41	1498.62	1733.1		1119.47	1630.97	1658.97	1514.35	1746.31	1800.98	1360.05	1149.7	1165.76	821.706	1371.82	1836.56	1657.58	1319.67	983.249	1310.01	1314.5
Q8NH61	Q8NH61	Q8NH61	Q8NH61		7867.49	6109.86	6613.46	5784.89	3897.64	5379.25	6066.83	5359.14	4130.45	5151.9	4252.31	4678.57	4102.07	4349.74	3839.28	5614.13	6298.57	7149.63	6264.36	6869.39	6398.72	6289.47	5430.81	5773.63	4310.97	4511.96	4355.31	4645.71	6017.22	5132.43	4106.94	5727.75	6232.92	6197.56	5314.58	6341.81	5059.32	5594.1	5487.66	4281.15	5666.91	4509.75
Q9NZN5	Q9NZN5	Q9NZN5	Q9NZN5		30962.4	31628.3	28408.4	32320.8	31676.1	32688.1	34457.2	33023.6	32298.0	30748.7	32023.8	32610.3	30099.4	36190.1	35134.8	25471.6	27143.5	28093.7	30270.1	32955.2	32439.0	27698.6	28089.7	34581.3	32063.7	36838.0	35693.4	30100.5	28273.1	31150.4	28543.5	29859.0	29026.9	29336.0	30488.6	28472.2	32110.2	31987.3	35205.9	31658.6	32068.1	32135.9
Q99767	Q99767	Q99767	Q99767		2967.47	1790.38	2262.3	1971.12	1871.32	2273.4	1742.76	2010.86	1780.44	1979.65	2822.76	2035.49	2207.66	2502.26	2647.84	1995.23	2022.54	1929.91	2004.76	2586.15	2065.82	2646.89	2748.86	2617.66	1619.0	1524.35	2290.01	3130.4	2737.99	2342.27	1934.85	1874.35	1992.75	1887.43	2052.15	2325.41	1703.99	1790.93	1812.92	2362.5	2636.52	1527.06
A6PVC2	A6PVC2	A6PVC2	A6PVC2		16826.5	13049.8	17776.5	18853.3	17963.1	17151.6	18815.4	17152.7	17115.9	16938.1	16679.6	18295.6	17967.6	17014.4	14598.7	16887.0	16996.4	19206.1	16835.5	17363.5	15873.6	14048.8	15423.5	16787.2	14481.5	16243.7	16182.6	16611.9	17549.3	15823.1	19948.7	17827.5	17459.2	17745.0	16058.2	18755.0	15004.6	14659.8	16634.5	16157.5	15251.8	16652.2
Q53QW1	Q53QW1	Q53QW1	Q53QW1			1044.75	1383.03			640.041		1135.17				983.954		869.4		1555.61			1313.63	1167.29	897.312	905.133	1586.71	1120.92				1483.28	1620.21	1243.84	863.004	1157.69	1109.17	1467.41		1315.29	685.999				700.181	677.969
Q53QW1;Q9HCE1;Q9H4Q3	Q53QW1;Q9HCE1;Q9H4Q3	Q53QW1;Q9HCE1;Q9H4Q3	Q53QW1;Q9HCE1;Q9H4Q3		15104.5	15436.2	12495.0	18223.0	17797.9	17177.9	17674.8	17482.9	17395.9	15451.7	14854.8	11828.8	20022.8	21585.6	17552.7	10874.2	12875.9	12024.6	15239.2	16511.7	13954.4	10674.1	14637.2	16206.0	19241.9	15517.8	17967.2	14317.5	14664.3	14639.7	14236.8	13208.5	16003.2	15227.0	15441.7	14840.0	14751.7	14449.2	13629.3	18949.3	15139.2	19783.9
Q86TC9	Q86TC9	Q86TC9	Q86TC9		5426.72	4796.57	4671.95	5305.97	5816.32	5253.13	4853.31	6217.26	5439.08	5556.37	5858.38	5174.35	5214.65	5423.69	4621.53	4704.51	4363.85	5014.16	5309.32	5250.69	4044.23	5138.3	5611.95	5320.57	4494.96	5546.45	5013.83	4831.07	6567.66	6470.21	5382.53	4919.64	4608.64	6098.49	6442.44	5407.1	4154.93	5044.34	4476.65	7487.04	6543.18	4769.84
Q8NCG7	Q8NCG7	Q8NCG7	Q8NCG7		26504.9	27936.2	26025.4	25689.2	26065.7	25338.5	22035.1	24569.2	26372.8	25461.6	27638.7	25899.5	24570.9	24326.9	23334.6	26762.0	25815.7	27445.9	29691.3	27726.2	29408.8	27691.8	26211.5	28535.6	23451.0	19651.0	20496.9	29486.0	27696.2	27701.8	25788.7	24524.0	25542.9	26102.9	26263.8	25145.0	21887.1	20798.0	20666.3	25360.7	29489.1	26129.4
Q5VV41	Q5VV41	Q5VV41	Q5VV41		1690.37	1058.89	1850.96	1705.49	1551.09	1882.43	3611.07	1491.18	2093.32	2401.75	2357.53	1535.26	3906.93	3520.53	2725.06	2436.9	2254.6	1663.42	1995.8	1846.91	1962.36	2318.06	2032.63	2017.15	2281.41	2038.18	1130.63	1649.39	1110.99	1470.41	2399.11	1671.41	1837.02	1204.82	1238.01	1992.32	2978.15	2882.16	2801.68	2432.78	1618.26	1190.34
Q99607	Q99607	Q99607	Q99607		6555.71	5678.53	5801.45	4697.75	4891.68	5107.28	5456.77	5710.98	5164.72	4578.77	4777.7	4627.17	6147.62	5639.52	5637.56	5121.11	5107.15	4257.65	4591.6	4752.04	4090.51	4776.83	4506.36	4732.46	2143.02	2535.51	1060.67	4536.66	6385.84	5031.59	4331.3	4429.36	4229.4	4409.28	4438.64	3655.47	2289.05	1819.73	1952.67	3089.78	3346.98	4691.2
H0YM25	H0YM25	H0YM25	H0YM25		17027.6	16949.4	17742.1	16255.3	16347.3	17005.2	17245.1	17145.7	15736.7	17521.5	16327.2	16428.9	16956.4	18082.7	17440.0	16365.5	17137.9	17704.4	18278.9	17941.9	17459.0	18604.4	18835.1	18354.2	12455.6	11561.0	12091.9	17259.1	17407.3	17498.2	18104.2	18815.1	17945.8	18624.3	17300.1	16971.7	11601.1	11839.9	11931.3	17885.1	18012.9	17625.1
Q86Y33	Q86Y33	Q86Y33	Q86Y33		96799.9	96594.2	93945.9	134185.0	133622.0	134240.0	77288.1	75347.9	79207.8	115295.0	114017.0	120334.0	111023.0	110621.0	115877.0	133938.0	133503.0	131748.0	120347.0	123562.0	119731.0	115540.0	117202.0	112907.0	114838.0	119106.0	121587.0	96103.5	95622.3	93295.3	87287.2	80326.0	86093.1	137588.0	129677.0	135100.0	115360.0	124653.0	119449.0	132761.0	129794.0	127933.0
O43609	O43609	O43609	O43609		46184.8	51566.2	45559.2	44881.3	45317.7	44029.1	41501.5	42512.0	43188.8	49191.8	44718.0	43461.6	50316.7	46328.2	45937.9	42376.4	46623.9	51085.2	44190.4	44209.9	42442.0	46419.6	41264.8	46133.4	41524.2	44884.4	43250.0	40028.2	44663.0	43819.0	44621.4	43916.8	44651.1	46577.1	43269.6	47278.9	43763.1	45939.2	45638.9	40892.2	47710.2	43959.3
Q01459	Q01459	Q01459	Q01459		1332.57	1577.68	950.298	901.516	1653.11	705.523	1124.69	1402.52	1285.56	1234.26	1533.4	1356.4	1221.61	1103.26	1465.92	1653.67	1253.86	1078.06	1336.27	1624.85	1113.64	1658.34	1589.92	1525.38	1378.22	1243.46	1475.01	1655.9	1557.19	2014.39	1383.79	1465.05	1532.9	1437.94	1355.02	1547.09	1544.48	1120.17	1340.0	1325.92	1145.37	1072.3
Q96KR6	Q96KR6	Q96KR6	Q96KR6		24010.9	22634.8	22970.9	26120.1	22647.2	26849.9	25685.5	21629.6	23466.8	21972.9	24818.3	26563.8	24095.9	23320.1	25099.9	20722.9	22377.0	21946.8	23347.3	21655.1	22342.9	23556.8	22158.7	20769.5	19511.0	22982.1	22922.2	23055.3	21032.2	20617.7	19301.6	21084.6	18822.8	21688.2	21477.0	19699.7	22995.4	21759.1	20792.3	22712.0	22582.2	22092.9
